posting_date,description,title,employer,industry,id,source,country
2019-08-23," data analyst consumers credit union team looking hire someone passionate discovering, organizing, managing, analyzing relevant data purpose executing improvements sales, service, process efficiencies, risk assessment. do:  continually analyze current underwriting methods guidelines; effectively communicating results stakeholders. provide recommendations interpretations data information. demonstrate proficiency utilizing available tools support reporting analysis (sql, excel). understand existing data models assist development new data models. document maintain process instructions. manage department routine reporting needs. perform ad hoc data requests analysis needed, credit union wide.  bring table:  bachelors economics, statistics, mathematics, computer science, similar preferred 1-2 years experience. working knowledge enterprise data management ability communicate database administrator data integration. formal understanding statistical techniques (linear/logistic regression, hypothesis testing, experimental design). proficient sql preferred. self-directed strong decision ability. excellent written verbal communication skills. ability work fast pace strong attention detail strong organizational skills.  know team: consumers, joining team works closely together counts one another. find people enjoy unusual high level camaraderie. perks: consumers offers outstanding health, dental, vision plans excellent health insurance plan, features low copays doctor low deductible major medical. 401(k) plan provides 100 percent match first 10 percent contribution following one year employment. plus generous paid time off, paid gym memberships, in-house training, wellness programs, life coaches, tuition reimbursement, more. don’t forget, loan discounts. please note: due importance collaboration team, position located kalamazoo, mi remote opportunity. committed equal employment opportunity. proud veteran & military friendly employer. ",Data Analyst,Consumers Credit Union,,148fcf19d65075e9c77a2c68883098e6,Indeed,United States
2019-09-18,"  summary: analytic consulting group partners internal external clients data providers, leveraging predictive analytics advanced statistical techniques drive strategic thought effective decision making. senior data analyst helps support aspects analytic initiatives conception completion. responsibilities: provide sas/sql programming, general direction, execution data analysis contribute final project deliverables appropriately account timeliness quality assignments collaborate internal external stakeholders manage data logistics - including data transfers, understanding data structures, business rules, etc. - enable project execution qa/qc data report output ensure accuracy assist development reports, providing content writing key observations participate presentation reports key internal external stakeholders, effectively communicating key findings recommendations manage multiple projects concurrently mentor junior staff members assist creation compelling presentations provide actionable insights recommendations exposed sales process, providing limited content included proposals new existing business opportunities prioritize monitor project progress relative timeline scope  minimum qualifications: bachelor master’s degree quantitative discipline (statistics, economics, mathematics, marketing analytics) minimum 2 years experience marketing analytics field proficient sas/sql; minimum 3 years’ experience proficient ms office, including powerpoint, word, excel outlook solid planning, priority setting, project management skills experience managing multiple projects concurrently excellent verbal written communication skills successful developing relationships within across functional teams (including statistical, technical, marketing resources) highly motivated collaborative strong technical skills acute attention detail (qa/qc) effective organization time management skills  desirable qualifications:  advanced degree (master’s/phd) statistics, economics quantitative discipline ability display data visually, creating powerful presentations effectively demonstrate value analytic deliverables; proficiency business visualization tools (e.g., interactive dashboard software) ability program newer emerging languages r python; working knowledge hadoop big data technologies     conditions employment job offers contingent upon successful completion certain background checks unless prohibited applicable law may include criminal history checks, employment verification, education verification, drug screens, credit checks, dmv checks (for driving positions only) fingerprinting.  great people, deserve great benefits know brightest talented associates world, believe rewarding accordingly. work here, expect competitive pay, comprehensive health coverage, endless opportunities advance career.  epsilon epsilon® all-encompassing global marketing innovator. provide unrivaled data intelligence customer insights, world-class technology including loyalty, email crm platforms data-driven creative, activation execution. epsilon’s digital media arm, conversant, leader personalized digital advertising insights proprietary technology trove consumer marketing data, delivering digital marketing unprecedented scale, accuracy reach personalized media programs. together, bring personalized marketing consumers across offline online channels, moments interest help drive business growth brands. epsilon employs 8,000 associates 70 offices worldwide. information, visit www.epsilon.com follow us twitter @epsilonmktg.  epsilon provides equal employment opportunities without regard race, color, religion, gender, age, national origin, disability, sexual orientation, gender identity, veteran status characteristic protected law. epsilon equal opportunity employer. epsilon participates e-verify.  epsilon provide accommodations applicants needing accommodations complete application process.  applicant offered employment required establish legally authorized work united states epsilon. epsilon consider employment qualified applicants criminal credit histories manner consistent requirements applicable laws, including city los angeles’ fair chance initiative hiring ordinance.   san francisco bay area: epsilon consider employment-qualified applicants criminal histories manner consistent requirements san francisco police code sections 4901 - 4919, commonly referred san francisco fair chance ordinance.  #li-bw1   primary location: usa - united states-3111 - ohio-50208 - cincinnati-47-blue ash (cinci), oh work locations: 47-blue ash (cinci), oh cincinnati 45242 job: consulting & analytics organization: epsilon schedule: regular job type: full-time job posting: sep 12, 2019, 9:17:03 division: epsilon ri: blw ",Senior Marketing Data Analyst,Epsilon,,d3e579bb7360c2d7c83de626d2bc6085,Indeed,United States
2019-09-18,"  technical data analyst job market saas products highly data-driven, we’re seeking technical data analyst play pivotal role helping us clean, maintain, report on, leverage data. you’ll work member data operations team, analyzing keeping data up-to-date creating formal ad-hoc processes tools. passion quality love getting hands dirty data, ideal position you! key responsibilities: implement data quality controls reports, including development new metrics accordance business requirements. perform analysis provide recommendations modification creation business/technical rules based data insights. work identify root cause data inconsistencies assist developing long-term strategies prevent future occurrences. create data automation tools improve speed efficiency new data quality processes. gather, manage synthesize large amounts information efficiently creatively. perform data load mappings different source systems, including batch processing. provide recommendations cost-effective technologies processes enhance data quality. minimum qualifications: bachelor’s degree information systems, information technology, related field least 2 years work experience. strong knowledge ms sql server sql strong knowledge ms excel - including visual basic enhance automation ability multi-task manage multiple projects varying timelines experience data mining, analysis, reporting, process implementation strong team player ability work cross-functionally across organization experience working saas organization preferred awareness project management approaches techniques excellent attention detail high standards data quality  us believe better way sell group business. suite hospitality solutions harnesses power data analytics help customers know buyers win group meetings marketplace. industry's largest historical database actualized events, deliver insights win share, optimize revenue strategies, accelerate sales cycles. that’s knowland advantage. see thousands customers trust knowland sell smarter maximize revenue. knowland operates globally headquartered rosslyn, va. benefits besides opportunity work smart, fun, hard-working knowland employees, uncapped growth potential, work/life balance, competitive suite benefits. benefits include health, dental vision insurance, 401k company contribution, short long-term disability insurance, life insurance, gym reimbursement, tuition reimbursement, dependent care contribution, paid holidays paid time-off. also offer smartbenefits hq employees. pay, benefits incentives highly competitive. location/work environment situated outside dc, knowland’s rosslyn headquarters exciting location work. metro, coffee shops, lunch spots — everything could want perfect work location within block two. inside newly-constructed office, you’ll find open-concept work space, sleek decor, whiteboard walls, team that’s energetic, casual, values-focused, driven. work together supportive, friendly, encouraging environment. plus, celebrate weekly happy hours, birthday celebrations, more. knowland equal opportunity employer seeks qualified candidates regardless race, religion, gender, sexual orientation, disability, national origin age. ",Technical Data Analyst,Knowland,,3542e3b8a972f0c651c78f5db9f49466,Indeed,United States
2019-08-24,"headquartered new york, offices boston tokyo, tvision leader tv performance metrics. enable media industry - brands, networks, data partners alike - reduce waste drive greater marketing results. utilizing cutting edge technology, measure unmeasurable - people really watch tv. core technology measures 'eyes screen' attention, single accurate way measure exposure video content. allows us provide critical insight brands agencies targeting audiences. growth innovation recognized new york times, advertising age, adweek, mediapost, forbes. data science core tvision does, projects high visibility directly impacting results business clients. role, responsible helping spearhead development analytics-focused products guide evolution tv measurement industry. efforts impact methodologies, data way delivered ultimately used across industry make tv advertising better brands consumers alike. deep thinker, live create hypotheses, solve problems, create solutions, powerful voice driving company growth. responsibilities  innovation incubation data products (models algorithms) acr computer vision data work closely engineering resources bring proof concept solutions market apply data-driven solutions improve accuracy stability processed data use ai, deep learning machine learning techniques extract insights predict / forecast future performance collaborate business team (sales, marketing, panel operations, engineering) solve high impact problems internal external thought leader everything data (industry standards; tvision data, metrics methodologies) requirements  ms/phd computer science, statistics, engineering, another relevant quantitative field knowledge experience performing advanced statistical analysis fluency sql python/r/scala similar programming language applied statistical modelling / machine learning strong problem-solver analysis skills, team player. must able quickly understand technical business requirements translate technical solutions ability work independently familiarity big data technologies like hadoop, map/reduce, spark, hive etc. plus experience advertising / media industry strongly preferred benefits tvision prides providing great benefits employees, including:  competitive pay stock options choice comprehensive health benefits family (medical, dental, vision) short long-term disability, life ad&d insurance fsa/hsa accounts 401(k) retirement plan options pre-tax commuter benefits monthly phone reimbursement unlimited pto paid holidays gym membership discounts financial support ongoing professional development ",Lead Data Scientist,TVision Insights,,95a369bd6eaa4a65dc22e2e6329157f1,Indeed,United States
2019-08-23," overview  position summary: data scientist  affordable care, llc (“aci”) founded 1975 today america’s largest dental support organization focused tooth replacement services, 320 affiliated practices 40 states. headquartered morrisville, north carolina business retail names affordable dentures affordable dentures & implants, company’s affiliated practices offer range tooth replacement services including dentures, dental implants tooth extractions. company’s unique, highly-focused business model enables dentists provide high-quality, low-price dental prostheses 400,000 patients annually.  practice individually owned operated licensed dentist provide dentures dental implants delivered highest levels professionalism care. affordable care differentiated marketplace offering same-day service dentures tooth replacement. every practice on-site dental lab, adds convenience value patients. six million patients received services affordable care-affiliated practice.  affordable care acquired berkshire partners (“berkshire”) october 2015   key responsibilities: research develop methods measuring analyzing marketing spend effectiveness research new ways modeling customer behavior work senior director enterprise analytics design experiments answer targeted questions formulate roadmap project activity leads measurable improvement business performance metrics/key performance indicators time. conduct end-to-end analysis includes data gathering requirements specification, analysis, ongoing scaled deliverables presentations. work senior director enterprise analytics architect, develop automate analytics solutions help formulate business recommendations (cost-benefit, invest-divest, forecasting, impact analysis) effective presentations findings multiple levels stakeholders displays quantitative information develop comprehensive understanding affordable care data structures metrics, advocating changes needed products sales activity creatively explore use data continually add value translate ad hoc questions flexible methodologies scale answer broad problems across organization    skills/abilities/experience & qualifications:  ms phd statistics related (e.g., mathematics, physics, ops research). relevant work experience including statistical software (r, s-plus, sas, similar), databases (terradata similar) scripting languages (such python). demonstrated willingness teach others learn new techniques experience articulating business questions, pulling datasets using statistics arrive answer. experience translating analysis results business recommendations. deep interest aptitude data, metrics, analysis trends, applied knowledge measurement, statistics program evaluation. demonstrated problem solving skills impeccable business judgment. effective written verbal communication skills.   work environment, physical & mental demands  ability work least 40 hours per week company’s morrisville, nc corporate office flexibility based project needs exerts 10 pounds force occasionally and/or negligible amount frequently move objects.   ",Data Scientist,Affordable Dentures & Implants,,5fcca90a32176d42d53f3e6424295973,Indeed,United States
2019-08-23," are: getty images looking individuals enjoy applying quantitative methods help surface business metrics stakeholders turn business data actionable insights. role responsible analysis visualization large small data across getty images, using work help us make better decisions build better products.  next challenge: join growing team highly-collaborative curious data scientists, data engineers quantitative-minded individuals. member team, chance interact key business stakeholders help identify, analyze interpret results statistical tests analytical reports. primary goal help extract insights unlock value customer data turning data information, information insight, insight business actions. also responsible building maintaining ongoing reports, work stakeholders prioritize business information needs. also interact entirety getty images data technology stack acquire new data sources, define data schemas build new data pipelines support analytical reporting feature extraction data science models. also go way find new opportunities speed automate generation analytical reports. value learning development, given every opportunity work projects excite help grow. opportunity sit intersection engineering, marketing, sales product inform, influence, support, execute key decisions, collaborating closely fellow data engineers data scientists.  you’ll need:  bs ms computer science, statistics, economics/econometrics, mathematics equivalent quantitative project preferred. self-taught believe good fit role, significant work experience, would love hear well. proven experience worked hands-on data analyst business analyst. strong working knowledge sql excel. looking people aim optimize workflows automate repetitive processes, knowledge python and/or r big plus, least desire learn new skills required. knowledge statistical testing, data visualization best practices, data mining, good understanding database design management. knowledge bi crm tools tableau, looker, salesforce also big plus. strong communication skills (both written orally) ability comfortably produce written reports presenting findings. ability independently execute project, ideation delivery stakeholders, pro-actively interact engineers getty images access necessary resources data.  preferred qualifications:  1-2 year’s work support global sales teams sales targeting performance. familiarity salesforce.com, salesforce.com tracking salesforce.com analysis.  #li-mm1 are: getty images one trusted esteemed sources visual content world, 300 million assets including photos, videos, music, available industry-leading sites www.gettyimages.com www.istock.com. getty images website serves creative, business media customers nearly every country world first-place people turn discover, purchase share powerful visual content world’s best photographers videographers. getty images works 250,000 contributors hundreds image partners provide comprehensive coverage 160,000 news, sport entertainment events year, impactful creative imagery communicate commercial concept world’s deepest digital archive historic photography. getty images equal opportunity employer. qualified applicants receive consideration employment without regard age, ancestry, color, family medical care leave, gender identity expression, genetic information, marital status, medical condition, national origin, physical mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, characteristic protected applicable laws, regulations ordinances. getty images believes diversity critical success moving world images committed creating inclusive, mutually respectful environment celebrates diversity. seek hire basis merit, competence, performance, business needs. ",Data Analyst,Getty Images,,7760ac82994b9ceb61e6efca6d9f1f90,Indeed,United States
2019-10-18," job description unique opportunity join fast-growing company changing way companies use data power business. key member product management team, helping define strategy vision machine learning cloud offerings work engineering, marketing sales execute vision. position ideal someone broad technology understanding, loves building category-defining products, afraid roll sleeves make things happen. key responsibilities:  market product expert. strategy roadmap areas kinetica product. well-informed articulated point-of-view drive consensus across organization make vision reality. voice customer within organization. clearly define market product requirements work engineering turn compelling product capabilities. collaborate sales, sales engineering, marketing, product marketing drive end-to-end product launch process.  qualifications  deep understanding data analytics technologies trends. experience familiarity integrating csp stacks. experience building enterprise-grade products, either engineer product manager, highly desired. broad understanding technology landscape, including hadoop, spark, cloud computing, artificial intelligence/machine learning, iot, edge computing. 3-5 years product management experience enterprise software company. can-do attitude ability work independently, problem-solve improvise. superior communication, writing presentation skills. ability willingness travel 25% location: sf, arlington, va remote (us)  additional information information kept confidential according eeo guidelines. ",Product Management Lead - Cloud and Machine Learning,Kinetica DB,,b7a505055a4a7ac7548dd9d4580c5b16,Indeed,United States
2019-08-24,"our world needs ideas! one world’s research-intensive chemical companies, developing leading solutions numerous sectors – construction photovoltaics cosmetics rubber – 100 years. global presence production sites three continents 14,600 employees 70 nations. north america headquarters adrian/ann arbor, mi, currently looking lead data scientist/data scientist iii. data scientist take active part digital transformation journey support sales, marketing, production, logistics supply chain business teams insights gained analyzing company data. drive advanced analytics initiatives solve interesting business problems across enterprise. individual expected adept using large data sets find opportunities operational excellence, cost reduction, revenue generation process optimization using artificial intelligence machine learning technologies data scientist support product, sales, marketing, supply chain leadership teams insights gained analyzing company data. also adept using large data sets find opportunities products process optimization using machine learning models test effectiveness different courses action. tasks mine analyze data company databases drive optimization improvement product development, marketing techniques business processess. lead project groups data scientists provide mentorship inspire innovative thinking advanced analytics space. design statistical machine learning models getting desired insights data collected. explore opportunities using advanced tools technologies robotic process automation (rpa), deep learning, nlp, iot automation use predictive modeling increase optimize customer experiences, revenue generation, supply chain management business outcomes. assess improve effectiveness accuracy new data sources data gathering techniques. develop custom data models algorithms apply data sets. develop processes tools monitor analyze model performance data accuracy. democratize data insights deliver self-service tools business teams enable make better decisions quicker profile bachelor's degree computer science related field; master's degree computer science related field preferred minimum 5 years industry experience applying machine learning, statistical modeling, optimization algorithms large data sets required.. experience advanced statistical methods, text mining, predictive analytics, prescriptive analytics, deep learning data visualization.required. experience data mining insights business processes order cash, purchase pay, logistics supply chain management. experience python scripting language analyzing structured unstructured data experience working erp, data architecture, enterprise applications global data landscape experience big data landscape (hadoop, spark), manufacturing industry new technology trends preferred must excellent communication, collaboration teamwork skills. high level presentations skills executive management li-lg1 sustainability one wacker’s corporate goals – also employer.we want remain productive, healthy successful long term. thatis offer, example, comprehensive health management variety advanced training programs courses individual development opportunities, alongside good work-life balance. naturally, also fair compensation system above-average social benefits. all, social responsibility long tradition wacker.be part family. across nations.",Data Scientist - (2 Positions),Wacker,,0b002e43f8899ed10b9e67d5f63506a7,Indeed,United States
2019-10-24," senior director product management, machine learning  director product management splunk’s machine learning products responsible driving artificial intelligence, machine learning cognitive computing roadmaps splunk’s core platform product offerings. role include leading strategic direction new products accelerate customer value business growth. sr director also contribute overall technical commercial strategy splunk’s machine learning investment. role requires hands-on leader experience product manager ml platforms ml-powered applications create evangelize transformative vision splunk’s ml offerings; build develop world-class product management team; collaborate drive team innovators engineers continue splunk’s tradition building groundbreaking products; help develop new ideas based industry experience contact customers, prospects partners. ideal candidate possess unrivaled blend business technical savvy, critical thinking tactical execution. description  lead product strategy conceptualize develop new products incorporating machine learning, ai cognitive computing splunk’s suite products collaboration senior management, product marketing, business development, engineering, sales, services, support finance identify market opportunities, build business cases, define product vision strategy splunk’s machine learning portfolio, including machine learning toolkit, cloud ml apis, underlying ml runtimes. ensure understanding market direction, emerging customer needs, features, functional requirements product engineering teams design implement new products offerings. assemble product requirements multiple sources (e.g. research, usability, customer feedback, partner data, daring assessment) communicate requirements product development achieve rapid adoption software. understand similar offerings market, formulate strategy around address common business challenges creative disruptive solutions. enhance existing products work sales marketing drive market adoption. partner closely engineering team help resolve best technical implementation methods well execution schedule. engage early adopters innovation program evangelize products within outside organization  required skills background  strong background using machine learning artificial intelligence delivering value security, it, tech industries good understanding end user needs, business drivers industry practices ml applied ml. excellent interpersonal skills articulate product message consistent record driving new technology adoption strong leadership people management skills consistent track record leading successful project, product business initiatives least 3-5 years’ experience developing deploying machine learning artificial intelligence-based solutions address industry problems. 10+ years product management enterprise software company, and/or 5+ years product management leader ml products. strong track record success product management leader. experience familiarity software products management, big data, and/or business analytics. self-starter truly enjoys working fast-paced, innovative, enterprise technology environment. passionate team culture high emphasis execution, customer advocacy, fun working environment. bachelor science degree computer science related discipline.  value diversity company. qualified applicants receive consideration employment without regard race, color, religion, sex, sexual orientation, gender identity, national origin, applicable legally protected characteristics location candidate applying. job positions san francisco, ca, locations required, consider employment qualified applicants arrest conviction records ","Senior Director of Product Management, Machine Learning",Splunk,,97a92eaee45cd3febcd8a141f80c704f,Indeed,United States
2019-10-25," 2+ years experience field ai, machine learning, deep learning related technologies. 2+ years experience developing ai models real-world environments integrating ai/ml aws services large-scale production applications. 2+ years design/implementation/consulting experience building cloud solutions using aws. 5+ years professional experience software development languages like java, python, scala. experience working restful api general service oriented architectures. experience influencing building mindshare convincingly audience. confident experienced public speaking large audiences.  passionate artificial intelligence, machine learning deep learning? passionate helping customers build solutions leveraging state-of-the-art ai/ml/dl tools amazon web service (aws)? come join us! amazon, we’ve investing deeply artificial intelligence 20 years, many capabilities customers experience driven machine learning. amazon.com’s recommendations engine driven machine learning (ml), paths optimize robotic picking routes fulfillment centers. supply chain, forecasting, capacity planning also informed ml algorithms. alexa fueled natural language understanding automated speech recognition deep learning; drone initiative, prime air, computer vision technology new retail experience, amazon go. thousands engineers amazon committed machine learning deep learning, it’s big part heritage. within aws, we’re focused bringing knowledge capability customers three layers ai stack: 1) frameworks infrastructure tools like apache mxnet tensorflow, 2) machine learning platforms amazon sagemaker data scientists 3) api-driven services like amazon lex, amazon polly, amazon transcribe, amazon comprehend, amazon rekognition quickly add intelligence applications simple api call. aws looking ai solutions architect (ai sa), subject matter expert (sme) helping customers americas design solutions leverage third tier ml stack, aws api-driven ai services. partner solution architects, sales, business development ai service teams enable customer adoption revenue attainment amazon transcribe, amazon rekognition, amazon comprehend aws ai services americas. develop white papers, blogs, reference implementations, labs, presentations evangelize aws ai design patterns best practices aws ai services. roles responsibilities include: work customers’ development data science teams deeply understand business technical needs design ai solutions make best use aws cloud platform aws ai services including amazon comprehend, amazon rekognition, amazon transcribe, amazon lex ai services. thought leadership – evangelize aws ai services share best practices forums aws blogs, whitepapers, reference architectures public-speaking events aws summit, aws re:invent, etc. partner sas, sales, business development ai service teams accelerate customer adoption revenue attainment americas amazon comprehend, amazon rekognition, amazon transcribe, amazon lex, amazon translate, amazon polly ai services.. act technical liaison customers ai services engineering teams provide customer driven product improvement feedback. develop support aws internal community ai related subject matter experts americas.  professional experience architecting/operating solutions built aws experience communicating effectively across internal external organizations, complex mission-critical solutions experience predictive analytics, semi- unstructured data experience deploying production-grade machine learning solutions public cloud platforms data science background experience manipulating/transforming data, model selection, model training, cross-validation deployment scale. experience machine deep learning toolkits mxnet, tensorflow, caffe torch.  experience aws services related ai/ml highly desirable, particularly amazon emr, aws lambda, machine learning, iot, amazon dynamodb, amazon s3, amazon ec2 container service, greengrass etc. amazon equal opportunity-affirmative action employer – minority / female / disability / veteran / gender identity / sexual orientation / age. san francisco fair act: pursuant san francisco fair chance ordinance, consider employment qualified applicants arrest conviction records. ","Specialist SA, Machine Learning/AI Services","Amazon Web Services, Inc.",,a0b61608940936585dcb133944e4ab32,Indeed,United States
2019-08-25," position summary data scientist quotient technology, responsible quantifying deep understanding consumer behavior patterns motivations analysis consumer response product marketing strategies tactics. right candidate utilize advanced data mining statistical techniques drive empirical understanding surface optimization product enhancement insights opportunities. key member analytics & research team, delivering critical data-driven insights across organization well clients partners. utilize quotient’s extensive first, second, third party data evaluate performance media, promotions advertising attributed impact consumer behavior sales. collaborating members product, engineering, sales operations contribute analytics product lifecycle strategy, design, development, test delivery data-driven products techniques optimize analytic offerings. part team, collaborate portfolio solutions focused enhancing consumer experience generating revenue across personalized promotion, media advertisement recommendations, targeting, measurement insights. position responsibilities: identify assess key opportunity areas data science enhance improve existing products, increasing efficiency processes accuracy model/analytical results develop detailed plans achieving desired analytics deliverables product goals, including impact assessment revenue labor costs devise, develop, test deploy new data models expand current solution packages effectively engage partner analytic team members, engineering, product management sales drive implementation models efficient scaled manner drive production analytic capabilities data management, modeling algorithms innovator demonstrated ability craft data science vision, get people excited ideas get quickly market via existing new products  position qualifications: · ms (or bs equivalent experience) computer science, statistics, applied mathematics, ai, related areas · experience applying data science improve products services experience consumer web, consumer goods retail functional areas preferred solid proven background data mining, statistical analysis, segmentation modeling ability grasp complex concepts develop clear, concise, synthesized recommendations backed data analyses experience manipulating large data sets analyzing identify actionable insights fluency analytical tools r, programming languages like sql python understanding linux environment, skilled bash scripting exceptional collaborative, communication presentation skills ability work well across organization driving overall shareholder value strong initiative, high energy, hands-on impeccable integrity  quotient technology: quotient technology inc (nyse: quot) leading digital marketing platform provides technology services consumer packaged goods (cpgs) brands retailers seamlessly target audiences, optimize marketing performance drive sales. proprietary cloud platforms: promotions, media, audience, analytics, quotient offers powerful suite solutions, including personalized digital coupons advertising. quotient’s shopper data network unparalleled, retail partners representing almost $400 billion sales 20 million monthly unique mobile visitors coupons.com properties. combining technology, data distribution, quotient serves hundreds cpgs, clorox, procter & gamble, general mills kellogg’s, retailers like albertsons companies, cvs, dollar general, kroger walgreens. founded 1998, quotient based mountain view, california offices across us, well internationally bangalore, paris, london. learn quotient.com, follow us twitter @quotient.",Data Scientist,Quotient Technology Inc.,,02754e032854903fd7f958137096e749,Indeed,United States
2019-09-21," domino’s pizza, began 1960 single store location ypsilanti, mi, lot celebrate lately: we’re reshaped, reenergized brand honesty, transparency accountability – mention, great food! rise becoming true technology leader, brand consistently one top five companies online transactions 50% sales u.s. taken digital channels. brand continues ‘deliver dream’ local business owners, 90% started delivery drivers pizza makers stores. that’s tip iceberg…or might say, one “slice” pie! sounds like brand you’d like part of, consider joining team!  leader innovation food digital commerce space, domino’s constantly testing new concepts, platforms, technologies drive outstanding consumer employee experiences, requires disciplined data approach. primary responsibility role develop machine learning ai components domino’s next-generation smart applications. role required architect solutions manageable supportable high-volume, low-latency production environments support team responsible building, deploying, maintaining predictive models different areas business. secondary responsibility perform analytics (data extraction, preparation, reporting, dashboard development) statistical analysis support development domino’s smart applications. addition, role provides advanced analytics machine learning support broader strategy insights group.  responsibilities duties (50%) hands-on prototyping development  leverage data requirements gathered business partners build machine learning applications improve augment employee consumer experience, store operations, process optimization ml/ai solutions quickly prototype new algorithms demonstrate value  (25%) analytics  create execute test plans help address questions non-technical business partners; translate results business recommendations interpretations consult inter-departmentally new product deployments incremental improvements consult data collection new products specify requirements ensure tracking place future analysis conduct analysis mining internal external data sources  (20%) architect solutions solve problems using machine learning ai  work internal clients data science team solve problems construct meaningful data sets answer relevant questions enrich internal resources learn aspects supply chain, delivery, e-commerce quick-service restaurant industry productive consulting  (5%) provide guidance support / expand use ml coach team members less experienced machine learning methodology  master’s degree (or bachelor’s degree equivalent experience) quantitative science statistics, mathematics, computer science, engineering, etc. ability rapidly learn different areas business operate proficient least one scripting and/or programming language, e.g. r, python experience training models least one deep learning framework (tensorflow, cntk, torch, caffe, etc.) advanced knowledge sql experience working big data technologies hdfs, hive, spark, etc. comfortable working apis streaming data experience data integration etl ability self-start self-direct work fast-paced environment experience rapidminer plus required experience geospatial data and/or gis application arcgis plus required preferable two years experience enterprise database environments ",Data Scientist,Domino's,,cd91624f1b3432470affe062fcc83f3a,Indeed,United States
2019-10-25,"product & program management | san francisco agreement employees docusign committed building trust making world agree-able employees, customers communities live work. count us listen, honest, try best what's right, every day. docusign, everything equal. responsibility ensure every team member equal opportunity succeed, heard, exchange ideas openly, build lasting relationships, work life. best all, able feel deep pride work do, contribution helps us make world better found it. that, loved us, customers, world live. team product & program management teams work impactful challenging problems software industry. highly collaborative cross-border group operates edge engineering business helps design solutions concept launch – focusing advocating what's best customers. work closely engineering design create innovative never-been-done-before products. partner sales, customer success, marketing, finance, legal, security teams bring product market. position join high-performing team transforming way millions businesses individual professionals get business done. docusign we're passionate delighting customers growing business, we're passionate using data – quantitative qualitative – make good business decisions rapidly changing environment. seek senior-level product data scientist professional experience leading reporting analytics product teams. part docusign's product insights team expert product data scientists researchers, partner broader product development organization understand support product initiatives, ensure we're delivering kpis, dive data providing deep analytics derive impactful insights. position individual contributor reporting director, product data science. responsibilities  subject matter expert driving product data strategy collaborate internal teams data capture strategy support advanced analysis insights define kpis, manage regular reports around product use design build automated dashboards connect data internal external data sources, visualizations tools allow business users self-serve website data needs partner product teams design, administer, analyze results a/b multivariate tests deliver quick insights ad hoc projects analyses necessary act sense urgency purpose, identify resolve roadblocks, reach cross functional team members solicit input and/or assist appropriate basic qualifications  bs degree quantitative fields (statistics, math, cs, economics finance preferred) 8+ years professional experience data science/analytics role 4+ years experience web analytics role saas/cloud industry experienced data analytics statistical relevancy best practices strong sql skills hands-on experience following: pulling data external sources using apis join data disparate data systems distilling large data sets actionable insights drive business value preferred qualifications  ability present data visual format explain insights clearly concisely highly motivated, organized, self-starter thrives fast-paced environment productive individual contributor partners well internal teams strong communicator us docusign® helps organizations connect automate prepare, sign, act on, manage agreements. part docusign agreement cloud, docusign offers esignature: world's #1 way sign electronically practically device, almost anywhere, time. today, hundreds thousands customers hundreds millions users 180 countries use docusign accelerate process business simplify people's lives. plus, save trees together! that's good thing. docusign equal opportunity employer. docusign committed building diverse team talented individuals bring different perspectives business feel sense inclusion belonging join team. individuals seeking employment docusign considered without regards race, ethnicity, color, age, sex, religion, national origin, ancestry, pregnancy, sexual orientation, gender identity, gender expression, genetic information, physical mental disability, registered domestic partner status, caregiver status, marital status, veteran military status, citizenship status, legally protected category. #li-ds1",Senior Product Data Scientist,DocuSign,,3500000916dbad9fd40d7a478c08933a,Indeed,United States
2019-10-25," role responsibilities:  partner data scientists, data engineers business analysts build configurable, scalable, robust data processing infrastructure work closely sales, operations, research, finance teams data storage, retrieval, analysis develop new systems tools enable stakeholders consume understand data intuitively build, manage, support data models  personal professional qualifications:  software engineering experience focus data analytics proficiency python sql. knowledge google cloud, bash/shell workflow tools (e.g. luigi, airflow), preferred exposure relational (e.g. mysql) non-relational databases (e.g. mongodb) comfortable working bi tools (e.g. looker, tableau) knowledge version control (git) containers (docker) proven critical thinking analytical problem-solving skills desire learn new etl tools frameworks passionate data software engineering able work collaboratively agile environment education: undergraduate degree computer science, engineering, math, equivalent experience ",Senior Data Engineer / automotive start-up,Empire Business Group LLC,,683a289beb0c1801a00c4ee9d774020c,Indeed,United States
