,id,skill,category,confidence score
7711,4101119348.0,computer science,Skill,1.0
7712,4101119348.0,economics,Skill,1.0
7713,4101119348.0,game theory,Skill,0.98
7714,4101119348.0,mechanism design,Skill,0.97
7715,4101119348.0,business,Skill,0.72
7716,4101119348.0,computational optimisation,Skill,0.95
7717,4101119348.0,business,Skill,0.99
7718,4101119348.0,technical,Skill,0.93
7719,4101119348.0,technical,PersonType,0.68
7720,4101119348.0,colleagues,PersonType,0.49
7721,4101119348.0,3 years,DateTime,0.8
7722,4101119348.0,back-end development,Skill,1.0
7723,4101119348.0,3 years,DateTime,0.8
7724,4101119348.0,machine learning models,Skill,0.91
7725,4101119348.0,datasets,Skill,0.91
7726,4101119348.0,apache,Organization,0.4
7727,4101119348.0,hadoop,Product,0.39
7728,4101119348.0,machine learned models,Skill,0.73
7729,4101119348.0,production,Skill,0.98
7730,4101119348.0,engineers,PersonType,0.63
7731,4101119348.0,tel aviv,Location,0.83
7732,4101119348.0,new york,Location,0.8
7733,4101119348.0,software engineering,Skill,0.91
7734,4101119348.0,software,Event,0.51
7735,4101119348.0,conferences,Event,0.39
7736,4101119348.0,every year,DateTime,0.8
7737,4101119348.0,laptop,Product,0.93
7738,4101119348.0,open-sourcing code,Skill,0.82
7739,4101119348.0,home,Location,0.72
7740,4101119348.0,gym,Location,0.96
7741,4101119348.0,pool,Location,0.88
7742,4101119348.0,street,Location,0.47
7743,4194298539.0,algorithm development,Skill,0.89
7744,4194298539.0,machine learning,Skill,0.99
7745,4194298539.0,data mining,Skill,0.98
7746,4194298539.0,algorithms,Skill,0.99
7747,4194298539.0,trial management,Skill,1.0
7748,4194298539.0,ectosense,Organization,0.81
7749,4194298539.0,hospitals,Location,0.76
7750,4194298539.0,physicians,PersonType,0.97
7751,4194298539.0,trial protocol,Skill,0.82
7752,4194298539.0,analyse,Skill,0.99
7753,4194298539.0,trial data,Skill,0.68
7754,4194298539.0,clinical insights,Skill,0.99
7755,4194298539.0,engineering,Skill,0.98
7756,4194298539.0,clinicians,PersonType,0.9
7757,4194298539.0,translate,Skill,0.53
7758,4194298539.0,professionals,PersonType,0.62
7759,4194298539.0,clinical,Skill,0.71
7760,4194298539.0,research,Skill,0.92
7761,4194298539.0,partners,PersonType,0.58
7762,4194298539.0,scientific,Skill,0.63
7763,4194298539.0,academic conferences,Event,0.61
7764,4194298539.0,computer science,Skill,0.99
7765,4194298539.0,bio-informatics,Skill,0.99
7766,4194298539.0,statistics,Skill,0.99
7767,4194298539.0,data processing language,Skill,0.84
7768,4194298539.0,python,Skill,0.88
7769,4194298539.0,machine-learning,Skill,1.0
7770,4194298539.0,time-series analysis,Skill,0.98
7771,4194298539.0,sound analysis,Skill,0.99
7772,4194298539.0,eeg,Skill,0.48
7773,4194298539.0,processing,Skill,0.58
7774,4177800161.0,communication,Skill,0.9
7775,4190123676.0,business,Skill,0.69
7776,4190123676.0,analyse,Skill,0.95
7777,4190123676.0,cross,Skill,0.63
7778,4190123676.0,data,Skill,0.47
7779,4190123676.0,business,Skill,0.59
7780,4190123676.0,deployment,Skill,0.88
7781,4190123676.0,business,Skill,0.56
7782,4190123676.0,business heads,PersonType,0.53
7783,4190123676.0,sales,Skill,0.78
7784,4190123676.0,real estate,Skill,0.84
7785,4190123676.0,capital markets,Skill,0.56
7786,4190123676.0,1,Quantity,0.8
7787,4190123676.0,2,Quantity,0.8
7788,4190123676.0,computer sciences,Skill,0.97
7789,4190123676.0,data science,Skill,0.95
7790,4190123676.0,finance,Skill,0.87
7791,4190123676.0,school,Location,0.52
7792,4190123676.0,one,Quantity,0.8
7793,4190123676.0,programming language,Skill,0.98
7794,4190123676.0,c#,Skill,0.89
7795,4190123676.0,financial markets,Skill,0.96
7796,4190123676.0,motivated,Skill,0.9
7797,4190123676.0,curious,Skill,0.65
7798,4190123676.0,proactive,Skill,0.69
7799,4190123676.0,french,Skill,0.89
7800,4190123676.0,english,Skill,0.81
7801,4190123676.0,communication,Skill,0.69
7802,4190123676.0,presenting,Skill,0.79
7803,4197172906.0,tensorflows,Product,0.86
7804,4197172906.0,pytorch,Product,0.92
7805,4197172906.0,keras,Product,0.83
7806,4197172906.0,pyspark,Organization,0.53
7807,4206733114.0,design,Skill,0.94
7808,4206733114.0,delivery,Skill,0.76
7809,4206733114.0,medicines,Product,0.74
7810,4206733114.0,patients,PersonType,0.96
7811,4206733114.0,image analytics,Skill,0.97
7812,4206733114.0,astrazeneca,Organization,0.54
7813,4206733114.0,data science,Skill,0.87
7814,4206733114.0,senior,PersonType,0.52
7815,4206733114.0,stakeholders,PersonType,0.5
7816,4206733114.0,collaborators,PersonType,0.85
7817,4206733114.0,data science,Skill,0.92
7818,4206733114.0,communicating,Skill,0.99
7819,4206733114.0,machine learning,Skill,0.96
7820,4206733114.0,-processing,Skill,0.61
7821,4206733114.0,analysing,Skill,0.5
7822,4206733114.0,data,Skill,0.5
7823,4206733114.0,data science,Skill,0.9
7824,4206733114.0,methodologies,Skill,0.65
7825,4206733114.0,image processing,Skill,0.91
7826,4206733114.0,data scientists,PersonType,0.92
7827,4206733114.0,data science,Skill,0.73
7828,4206733114.0,research,Skill,0.8
7829,4206733114.0,writing,Skill,0.99
7830,4206733114.0,degree,Quantity,0.8
7831,4206733114.0,quantitative science,Skill,0.78
7832,4206733114.0,mathematics,Skill,1.0
7833,4206733114.0,computer science,Skill,0.98
7834,4206733114.0,engineering,Skill,0.98
7835,4206733114.0,convolutional neural networks,Skill,0.88
7836,4206733114.0,deep neural network architectures,Skill,0.85
7837,4206733114.0,biomedical imaging datasets,Skill,0.63
7838,4206733114.0,radiology,Skill,0.98
7839,4206733114.0,pathology,Skill,0.97
7840,4206733114.0,tissue microarray,Skill,0.95
7841,4206733114.0,h&e,Skill,0.99
7842,4206733114.0,microscopy images,Skill,0.98
7843,4206733114.0,image processing,Skill,0.98
7844,4206733114.0,data science,Skill,0.98
7845,4206733114.0,software development,Skill,0.96
7846,4206733114.0,data science,Skill,0.91
7847,4206733114.0,r,Skill,0.53
7848,4206733114.0,degree,Quantity,0.8
7849,4206733114.0,machine learning,Skill,0.92
7850,4206733114.0,problems.phd,Organization,0.9
7851,4206733114.0,degree,Quantity,0.8
7852,4206733114.0,quantitative science,Skill,0.74
7853,4206733114.0,mathematics,Skill,0.97
7854,4206733114.0,computer science,Skill,0.91
7855,4206733114.0,engineering,Skill,0.95
7856,4206733114.0,imaging,Skill,0.63
7857,4206733114.0,environment,Skill,0.56
7858,4057202285.0,24 months,DateTime,0.8
7859,4057202285.0,1,Quantity,0.8
7860,4057202285.0,12,Quantity,0.8
7861,4057202285.0,research,Skill,0.59
7862,4057202285.0,labs,Location,0.62
7863,4057202285.0,melbourne,Location,0.6
7864,4057202285.0,above.as,Organization,0.9
7865,4148770310.0,thought,Skill,0.53
7866,4148770310.0,thought leader,PersonType,0.87
7867,4148770310.0,execution,Skill,1.0
7868,4148770310.0,execution,Skill,0.99
7869,4148770310.0,computing,Skill,0.97
7870,4148770310.0,credit risk models,Skill,0.99
7871,4148770310.0,statistical modeling,Skill,1.0
7872,4148770310.0,analytics,Skill,0.94
7873,4148770310.0,support,Skill,0.97
7874,4148770310.0,direct mail campaigns,Event,0.79
7875,4148770310.0,marketing,Skill,0.92
7876,4148770310.0,analytics,Skill,0.81
7877,4148770310.0,developing response models,Skill,0.8
7878,4148770310.0,calibrating response models,Skill,0.78
7879,4148770310.0,analysis,Skill,0.64
7880,4148770310.0,evaluate,Skill,0.79
7881,4148770310.0,infrastructure,Skill,0.99
7882,4148770310.0,technology,Skill,0.99
7883,4148770310.0,technology,Skill,0.92
7884,4148770310.0,computing,Skill,0.95
7885,4148770310.0,model validation,Skill,1.0
7886,4148770310.0,model validation,Event,0.55
7887,4148770310.0,data analysis,Skill,0.8
7888,4148770310.0,develop,Skill,0.74
7889,4148770310.0,test,Skill,0.84
7890,4148770310.0,insights,Skill,0.5
7891,4148770310.0,statistical analyses,Skill,0.98
7892,4148770310.0,brainstorming,Skill,0.95
7893,4148770310.0,brainstorming sessions,Event,0.65
7894,4148770310.0,communicating,Skill,1.0
7895,4148770310.0,stakeholders,PersonType,0.72
7896,4148770310.0,2,Quantity,0.8
7897,4148770310.0,10,Quantity,0.8
7898,4148770310.0,financial services,Skill,1.0
7899,4148770310.0,statistical modeling,Skill,1.0
7900,4148770310.0,analysis,Skill,1.0
7901,4148770310.0,expert,PersonType,0.54
7902,4148770310.0,python,Skill,0.94
7903,4148770310.0,r,Skill,0.61
7904,4148770310.0,qualitative,Skill,0.97
7905,4148770310.0,quantitative,Skill,0.81
7906,4148770310.0,data analysis,Skill,0.86
7907,4148770310.0,reporting,Skill,0.99
7908,4148770310.0,relational databases,Skill,0.99
7909,4148770310.0,data,Skill,0.45
7910,4148770310.0,statistical modeling,Skill,1.0
7911,4148770310.0,unix,Skill,0.91
7912,4148770310.0,linux,Skill,0.9
7913,4148770310.0,bash,Skill,1.0
7914,4148770310.0,shell,Skill,0.89
7915,4148770310.0,scripting,Skill,0.57
7916,4148770310.0,analytical skills,Skill,0.83
7917,4148770310.0,business,Skill,0.89
7918,4148770310.0,problem solving,Skill,0.99
7919,4148770310.0,automate,Skill,1.0
7920,4148770310.0,processes,Skill,0.72
7921,4148770310.0,financial services,Skill,1.0
7922,4148770310.0,work independently,Skill,1.0
7923,4148770310.0,processes,Skill,0.93
7924,4148770310.0,degree,Quantity,0.8
7925,4148770310.0,mathematics,Skill,1.0
7926,4148770310.0,statistics,Skill,0.97
7927,4148770310.0,operations research,Skill,0.99
7928,4148770310.0,physics,Skill,1.0
7929,4148770310.0,economics,Skill,1.0
7930,4148770310.0,financial engineering,Skill,1.0
7931,4148770310.0,employees,PersonType,0.99
7932,4148770310.0,recently,DateTime,0.8
7933,4148770310.0,1 in,Quantity,0.8
7934,4148770310.0,2nd,Quantity,0.8
7935,4148770310.0,within 30 days,DateTime,0.8
7936,4148770310.0,401k,Quantity,0.8
7937,4148770310.0,employer,PersonType,0.71
7938,4148770310.0,3 weeks,DateTime,0.8
7939,4148770310.0,9,Quantity,0.8
7940,4148770310.0,5,Quantity,0.8
7941,4148770310.0,birthday,Event,0.54
7942,4154342007.0,bachelors,PersonType,0.58
7943,4154342007.0,degree,Quantity,0.8
7944,4154342007.0,math,Skill,0.83
7945,4154342007.0,economics,Skill,1.0
7946,4154342007.0,engineering,Skill,0.99
7947,4154342007.0,statistics,Skill,0.98
7948,4154342007.0,5,Quantity,0.8
7949,4154342007.0,professional,Skill,0.84
7950,4154342007.0,data scientist,PersonType,0.88
7951,4154342007.0,data analyst,PersonType,0.8
7952,4154342007.0,statistical modeling,Skill,0.99
7953,4154342007.0,data mining,Skill,0.98
7954,4154342007.0,analytics,Skill,0.97
7955,4154342007.0,data,Skill,0.72
7956,4154342007.0,business,Skill,0.81
7957,4154342007.0,big data technologies,Skill,0.6
7958,4154342007.0,figures,Skill,0.62
7959,4154342007.0,data visualization,Skill,0.94
7960,4154342007.0,business,Skill,0.77
7961,4154342007.0,business,Skill,0.79
7962,4154342007.0,technical skills,Skill,0.88
7963,4154342007.0,manage,Skill,0.95
7964,4154342007.0,prioritize,Skill,0.92
7965,4154342007.0,project management,Skill,0.92
7966,4154342007.0,one,Quantity,0.8
7967,4154342007.0,influence,Skill,0.77
7968,4154342007.0,stakeholders,PersonType,0.73
7969,4154342007.0,experience,Skill,0.59
7970,4154342007.0,automation,Skill,0.98
7971,4154342007.0,process improvement,Skill,0.98
7972,4154342007.0,vendor management,Skill,0.85
7973,4154342007.0,selection,Skill,0.89
7974,4154342007.0,catalog quality,Skill,0.97
7975,4154342007.0,pricing,Skill,0.97
7976,4154342007.0,scalable,Skill,0.8
7977,4154342007.0,business,Skill,0.56
7978,4154342007.0,productivity,Skill,0.77
7979,4154342007.0,implementation,Skill,0.7
7980,4154342007.0,audit,Skill,0.87
7981,4154342007.0,performance,Skill,0.7
7982,4154342007.0,data,Skill,0.51
7983,4154342007.0,recommendations.be,Organization,0.9
7984,4154342007.0,leader,PersonType,0.44
7985,4154342007.0,data systems,Skill,0.95
7986,4154342007.0,customer research,Skill,0.97
7987,4154342007.0,benchmarking,Skill,0.98
7988,4154342007.0,data mining,Skill,0.97
7989,4154342007.0,analysis,Skill,0.93
7990,4154342007.0,python,Product,0.52
7991,4154342007.0,machine learning,Skill,0.6
7992,4154342007.0,machine,Skill,0.72
7993,4154342007.0,business,Skill,0.75
7994,4154342007.0,problems.work,Organization,0.9
7995,4154342007.0,sdes,PersonType,0.6
7996,4154342007.0,des,PersonType,0.42
7997,4154342007.0,scientists,PersonType,0.96
7998,4154342007.0,model,Skill,0.93
7999,4154342007.0,solution development,Skill,0.76
8000,4154342007.0,data quality,Skill,0.85
8001,4154342007.0,validate models,Skill,0.65
8002,4065514744.0,machine learning,Skill,0.99
8003,4065514744.0,business,Skill,0.94
8004,4065514744.0,mentor,Skill,1.0
8005,4065514744.0,team members,PersonType,0.56
8006,4065514744.0,research,Skill,0.95
8007,4065514744.0,development,Skill,0.96
8008,4065514744.0,business,Skill,0.56
8009,4065514744.0,data science strategy,Skill,0.88
8010,4065514744.0,data,Skill,0.88
8011,4065514744.0,engineering,Skill,0.94
8012,4065514744.0,team,PersonType,0.55
8013,4065514744.0,members,PersonType,0.51
8014,4065514744.0,ml algorithms,Skill,0.86
8015,4065514744.0,ml,Quantity,0.8
8016,4065514744.0,design,Skill,0.99
8017,4065514744.0,innovation,Skill,0.77
8018,4065514744.0,data scientists,PersonType,0.95
8019,4065514744.0,scientific,Skill,1.0
8020,4065514744.0,technical publications,Skill,0.78
8021,4065514744.0,machine learning,Skill,1.0
8022,4065514744.0,information retrieval,Skill,1.0
8023,4065514744.0,signal processing,Skill,1.0
8024,4065514744.0,speech processing,Skill,1.0
8025,4065514744.0,optimization,Skill,1.0
8026,4065514744.0,2 years,DateTime,0.8
8027,4065514744.0,data science,Skill,0.99
8028,4065514744.0,leadership,Skill,0.86
8029,4065514744.0,information retrieval,Skill,0.99
8030,4065514744.0,algorithm performance metrics,Skill,0.99
8031,4065514744.0,python,Skill,1.0
8032,4065514744.0,numerical,Skill,0.91
8033,4065514744.0,math,Skill,0.93
8034,4065514744.0,ml,Skill,0.85
8035,4065514744.0,ml,Quantity,0.8
8036,4065514744.0,keras,Skill,0.76
8037,4065514744.0,tensorflow,Skill,0.53
8038,4065514744.0,non-relational databases,Skill,1.0
8039,4065514744.0,streaming platforms,Skill,0.9
8040,4065514744.0,kafka,Organization,0.64
8041,4065514744.0,communication,Skill,0.71
8042,4065514744.0,english,Skill,0.69
8043,4065514744.0,mandatory.be,Organization,0.9
8044,4189471286.0,development,Skill,0.99
8045,4189471286.0,proof of concepts,Skill,1.0
8046,4189471286.0,ml,Quantity,0.8
8047,4189471286.0,customers,PersonType,0.96
8048,4189471286.0,development,Skill,0.98
8049,4189471286.0,delivery,Skill,0.62
8050,4189471286.0,collaboration,Skill,0.69
8051,4189471286.0,solutions team,Organization,0.7
8052,4189471286.0,collaboration,Skill,1.0
8053,4189471286.0,product management,Skill,0.98
8054,4189471286.0,platform,Skill,0.67
8055,4189471286.0,data,Skill,0.89
8056,4189471286.0,ui,Skill,0.96
8057,4189471286.0,productize,Skill,0.99
8058,4189471286.0,customers,PersonType,0.97
8059,4189471286.0,customers,PersonType,0.51
8060,4189471286.0,technical account managers,PersonType,0.66
8061,4189471286.0,requirements,Skill,0.58
8062,4189471286.0,collaboration,Skill,1.0
8063,4189471286.0,knowledge sharing,Skill,0.88
8064,4189471286.0,research,Skill,0.8
8065,4189471286.0,software tools,Skill,0.92
8066,4189471286.0,natural language processing,Skill,0.99
8067,4189471286.0,machine learning,Skill,1.0
8068,4189471286.0,data mining,Skill,1.0
8069,4189471286.0,one,Quantity,0.8
8070,4189471286.0,programming language,Skill,0.99
8071,4189471286.0,software engineering,Skill,0.97
8072,4189471286.0,version control systems,Skill,0.95
8073,4189471286.0,deployment,Skill,0.98
8074,4189471286.0,containers,Skill,0.98
8075,4189471286.0,scientific,Skill,0.59
8076,4189471286.0,python stack,Skill,0.67
8077,4189471286.0,numpy,Skill,0.9
8078,4189471286.0,scipy,Skill,0.9
8079,4189471286.0,tensorflow,Skill,0.72
8080,4189471286.0,pytorch,Skill,0.83
8081,4189471286.0,deep learning,Skill,1.0
8082,4189471286.0,media intelligence,Skill,1.0
8083,4189471286.0,financial analytics,Skill,1.0
8084,4189471286.0,risk management,Skill,1.0
8085,4190018712.0,statistical,Skill,0.96
8086,4190018712.0,optimization,Skill,0.98
8087,4190018712.0,machine learning,Skill,0.95
8088,4190018712.0,applications,Skill,0.64
8089,4190018712.0,pricing,Skill,0.96
8090,4190018712.0,routing,Skill,0.93
8091,4190018712.0,automated recommendations,Skill,0.95
8092,4190018712.0,growth strategies,Skill,0.99
8093,4190018712.0,user behavior modeling,Skill,0.94
8094,4190018712.0,data,Skill,0.81
8095,4190018712.0,product performance,Skill,0.91
8096,4190018712.0,improvement,Skill,0.53
8097,4190018712.0,management,Skill,0.84
8098,4190018712.0,data,Skill,0.63
8099,4190018712.0,collaborates,Skill,0.88
8100,4190018712.0,product,Skill,0.51
8101,4190018712.0,engineering,Skill,0.93
8102,4190018712.0,operations,Skill,0.79
8103,4190018712.0,sales,Skill,0.92
8104,4190018712.0,system development,Skill,0.93
8105,4190018712.0,idea,Skill,0.76
8106,4190018712.0,production,Skill,0.82
8107,4190018712.0,mentorship,Skill,0.98
8108,4190018712.0,junior data scientists,PersonType,0.78
8109,4190018712.0,design,Skill,0.68
8110,4190018712.0,experiments,Skill,0.92
8111,4190018712.0,models,Skill,0.76
8112,4190018712.0,analyses,Skill,0.68
8113,4190018712.0,degree,Quantity,0.8
8114,4190018712.0,statistics,Skill,0.99
8115,4190018712.0,mathematics,Skill,1.0
8116,4190018712.0,economics,Skill,1.0
8117,4190018712.0,computer science,Skill,0.98
8118,4190018712.0,physics,Skill,0.95
8119,4190018712.0,research methodologies,Skill,0.89
8120,4190018712.0,business,Skill,0.79
8121,4190018712.0,product,Skill,0.67
8122,4190018712.0,scala,Skill,0.7
8123,4190018712.0,scale,Skill,0.62
8124,4190018712.0,data sets,Skill,0.63
8125,4190018712.0,exploratory data analysis,Skill,0.96
8126,4190018712.0,statistical analysis,Skill,0.98
8127,4190018712.0,machine learning,Skill,0.83
8128,4190018712.0,model development,Skill,0.64
8129,4190018712.0,learning,Skill,0.62
8130,4190018712.0,machine learning,Skill,0.88
8131,4190018712.0,training,Skill,0.96
8132,4190018712.0,deploying,Skill,0.8
8133,4190018712.0,production,Skill,0.92
8134,4190018712.0,collaborator,PersonType,0.95
8135,4190018712.0,product managers,PersonType,0.92
8136,4190018712.0,executives,PersonType,0.97
8137,4122388637.0,quantitative analysis,Skill,0.96
8138,4122388637.0,data mining,Skill,0.98
8139,4122388637.0,presentation,Skill,0.63
8140,4122388637.0,users,PersonType,0.77
8141,4122388637.0,engineering,Skill,0.72
8142,4122388637.0,data exploration,Skill,0.96
8143,4122388637.0,analysis,Skill,0.95
8144,4122388637.0,business,Skill,0.68
8145,4122388637.0,computer science,Skill,0.99
8146,4122388637.0,engineering mathematics,Skill,0.83
8147,4122388637.0,statistics,Skill,0.96
8148,4122388637.0,statistics,Skill,0.99
8149,4122388637.0,hypothesis testing,Skill,0.99
8150,4122388637.0,regressions,Skill,0.99
8151,4122388637.0,data analysis,Skill,0.93
8152,4122388637.0,data structures,Skill,0.99
8153,4122388637.0,algorithms,Skill,1.0
8154,4122388637.0,data sets,Skill,0.61
8155,4122388637.0,statistical software,Skill,0.93
8156,4122388637.0,python,Skill,0.96
8157,4122388637.0,r,Skill,0.85
8158,4122388637.0,statistical,Skill,0.95
8159,4122388637.0,machine learning,Skill,0.86
8160,4122388637.0,regressions,Skill,0.98
8161,4122388637.0,markov,Skill,1.0
8162,4122388637.0,decision trees,Skill,1.0
8163,4122388637.0,clustering,Skill,0.96
8164,4122388637.0,neural networks,Skill,0.99
8165,4122388637.0,convolutional networks,Skill,0.99
8166,4122388637.0,deep learning,Skill,1.0
8167,4122388637.0,graphs,Skill,1.0
8168,4122388637.0,written,Skill,0.99
8169,4122388637.0,english,Skill,0.7
8170,4122388637.0,tonnes,Quantity,0.8
8171,4122388637.0,one,DateTime,0.8
8172,4122388637.0,training,Skill,0.62
8173,4122388637.0,insurance,Skill,0.64
8174,4122388637.0,english,Skill,0.95
8175,4122388637.0,portuguese,Skill,0.95
8176,4122388637.0,language courses,Skill,0.65
8177,4122388637.0,surf,Skill,0.5
8178,4122388637.0,every thursday morning,DateTime,0.8
8179,4122388637.0,every tuesday,DateTime,0.8
8180,4122388637.0,drinks,Product,0.95
8181,4122388637.0,snacks,Product,0.65
8182,4122388637.0,every friday,DateTime,0.8
8183,4122388637.0,beach,Location,0.83
8184,4122388637.0,once a quarter,DateTime,0.8
8185,4122388637.0,yearly,DateTime,0.8
8186,4122388637.0,company,Event,0.53
8187,4107957908.0,data sets,Skill,0.81
8188,4107957908.0,data science,Skill,0.71
8189,4107957908.0,clients,PersonType,0.83
8190,4107957908.0,data science,Skill,0.54
8191,4107957908.0,toolbox.work,Organization,0.9
8192,4107957908.0,specialists,PersonType,0.68
8193,4107957908.0,machine learning,Skill,0.93
8194,4107957908.0,engineering,Skill,0.98
8195,4107957908.0,design,Skill,0.91
8196,4107957908.0,meetings,Event,0.64
8197,4107957908.0,conferences,Event,0.82
8198,4107957908.0,conferences,Event,0.49
8199,4107957908.0,nips,Organization,0.5
8200,4107957908.0,icml,Organization,0.52
8201,4107957908.0,one,Quantity,0.8
8202,4107957908.0,science,Skill,0.99
8203,4107957908.0,learn,Skill,0.92
8204,4107957908.0,co-workers,PersonType,0.99
8205,4107957908.0,one,Quantity,0.8
8206,4107957908.0,data science,Skill,0.87
8207,4107957908.0,london,Location,0.93
8208,4107957908.0,data scientists,PersonType,0.81
8209,4107957908.0,data science,Skill,0.87
8210,4107957908.0,machine learning,Skill,0.99
8211,4107957908.0,engineering,Skill,0.79
8212,4107957908.0,situations.be,Organization,0.9
8213,4107957908.0,modelling,Skill,0.98
8214,4107957908.0,data engineering,Skill,0.59
8215,4107957908.0,wrangling,Skill,0.99
8216,4107957908.0,clean-up,Skill,0.95
8217,4107957908.0,transformation,Skill,0.95
8218,4107957908.0,data,Skill,0.9
8219,4107957908.0,software development,Skill,0.9
8220,4107957908.0,machine learning,Skill,0.85
8221,4107957908.0,machine,Skill,0.51
8222,4107957908.0,optimise,Skill,0.61
8223,4107957908.0,code,Skill,0.77
8224,4107957908.0,model development,Skill,0.97
8225,4107957908.0,scale,Skill,0.51
8226,4107957908.0,it.work,Organization,0.9
8227,4107957908.0,visual design,Skill,0.86
8228,4107957908.0,technologies,Skill,0.57
8229,4107957908.0,problem-solving,Skill,0.93
8230,4107957908.0,leadership,Skill,0.94
8231,4107957908.0,teamwork,Organization,0.49
8232,4107957908.0,healthcare,Skill,0.65
8233,4107957908.0,healthcare efficiency,Organization,0.5
8234,4107957908.0,product development,Skill,0.96
8235,4107957908.0,product,Event,0.4
8236,4101124259.0,lynk,Organization,0.94
8237,4101124259.0,product,Skill,0.55
8238,4101124259.0,clients,PersonType,0.65
8239,4101124259.0,experts,PersonType,0.88
8240,4101124259.0,thought leaders,PersonType,0.73
8241,4101124259.0,four,Quantity,0.8
8242,4101124259.0,today,DateTime,0.8
8243,4101124259.0,clients,PersonType,0.99
8244,4101124259.0,every day,DateTime,0.8
8245,4101124259.0,data-driven,Skill,0.81
8246,4101124259.0,insights,Skill,0.78
8247,4101124259.0,inferences,Skill,0.58
8248,4101124259.0,data science,Skill,0.94
8249,4101124259.0,machine learning,Skill,0.74
8250,4101124259.0,data science,Skill,0.87
8251,4101124259.0,machine learning,Skill,0.81
8252,4101124259.0,data-driven,Skill,0.98
8253,4101124259.0,iterate,Skill,0.96
8254,4101124259.0,customers,PersonType,0.9
8255,4101124259.0,semantic-enabled systems,Skill,0.92
8256,4101124259.0,enterprise data lakes,Skill,0.92
8257,4101124259.0,semantic search applications,Skill,0.82
8258,4101124259.0,semantic web,Skill,0.94
8259,4101124259.0,ontology,Skill,0.96
8260,4101124259.0,knowledge graph,Skill,0.81
8261,4101124259.0,domain model,Skill,0.94
8262,4101124259.0,nosql,Skill,0.69
8263,4101124259.0,graph database,Skill,0.65
8264,4101124259.0,text mining,Skill,0.94
8265,4101124259.0,machine learning,Skill,0.93
8266,4101124259.0,ontological knowledge graphs,Skill,0.73
8267,4101124259.0,domain models,Skill,0.88
8268,4101124259.0,semantic master,Skill,0.67
8269,4101124259.0,data analytics,Skill,0.7
8270,4101124259.0,computation cluster,Skill,0.75
8271,4101124259.0,data pipeline,Skill,0.99
8272,4101124259.0,job management,Skill,0.65
8273,4101124259.0,columnar data warehouse,Skill,0.93
8274,4101124259.0,google,Organization,0.71
8275,4101124259.0,cloudstorage,Skill,0.6
8276,4101124259.0,design domain-driven event models,Skill,0.93
8277,4101124259.0,event sourcing paradigm,Skill,0.84
8278,4101124259.0,real-time,Skill,0.97
8279,4101124259.0,web-scale,Skill,0.81
8280,4101124259.0,machine learning,Skill,0.99
8281,4101124259.0,critique,Skill,0.67
8282,4101124259.0,algorithms operations,Skill,0.89
8283,4101124259.0,train,Skill,0.61
8284,4101124259.0,machine learning,Skill,0.98
8285,4101124259.0,logistic regression,Skill,0.98
8286,4101124259.0,random forests,Skill,0.63
8287,4101124259.0,judge,Skill,0.53
8288,4101124259.0,ml,Quantity,0.8
8289,4101124259.0,natural language processing,Skill,0.9
8290,4101124259.0,implementing,Skill,0.75
8291,4101124259.0,distributed software,Skill,0.68
8292,4101124259.0,machine learning,Skill,0.96
8293,4101124259.0,communication,Skill,0.91
8294,4101124259.0,stakeholder,PersonType,0.64
8295,4101124259.0,creative content,Skill,0.75
8296,4101124259.0,curation,Skill,0.56
8297,4101124259.0,business,Skill,0.84
8298,4101124259.0,team,PersonType,0.66
8299,4101124259.0,players,PersonType,0.61
8300,4101124259.0,startup.work,Organization,0.9
8301,4101124259.0,collaborative,Skill,0.98
8302,4101124259.0,co-creation,Skill,0.57
8303,4101124259.0,city,Location,0.45
8304,4101124259.0,clients,PersonType,0.73
8305,4101124259.0,offices,Location,0.65
8306,4101124259.0,hong kong,Location,0.99
8307,4101124259.0,singapore,Location,0.98
8308,4101124259.0,mumbai,Location,0.97
8309,4101124259.0,new york city,Location,0.88
8310,4190169750.0,tableau,Product,0.5
8311,4190169750.0,>1 year,DateTime,0.8
8312,4190169750.0,analytical,Skill,0.98
8313,4190169750.0,problem,Skill,0.61
8314,4122387425.0,dathena,Organization,0.5
8315,4122387425.0,partner,PersonType,0.53
8316,4122387425.0,vendor,PersonType,0.49
8317,4122387425.0,operational guidance,Skill,0.62
8318,4122387425.0,client service,Skill,0.98
8319,4122387425.0,service delivery,Skill,1.0
8320,4122387425.0,escalation manager,PersonType,0.73
8321,4122387425.0,partners,PersonType,0.72
8322,4122387425.0,customers,PersonType,0.87
8323,4122387425.0,troubleshooting,Skill,0.8
8324,4122387425.0,technical issues,Skill,0.52
8325,4122387425.0,innovative,Skill,0.86
8326,4122387425.0,scalable,Skill,0.85
8327,4122387425.0,business,Skill,0.65
8328,4122387425.0,success,Skill,0.57
8329,4122387425.0,prioritization plans,Skill,0.77
8330,4122387425.0,performance,Skill,0.74
8331,4122387425.0,implement,Skill,0.91
8332,4122387425.0,clients,PersonType,0.94
8333,4122387425.0,optimal utilization,Skill,0.95
8334,4122387425.0,customers,PersonType,0.71
8335,4122387425.0,dathena,Organization,0.96
8336,4122387425.0,prioritizing,Skill,0.99
8337,4122387425.0,product requirements,Skill,0.5
8338,4122387425.0,communicating,Skill,1.0
8339,4122387425.0,customer,PersonType,0.81
8340,4122387425.0,dathena,Organization,0.91
